id,name,score1,score2
1230,Student_1230,77,79
1231,Student_1231,88,60
1232,Student_1232,67,85
1233,Student_1233,99,55
1234,Student_1234,60,79
1235,Student_1235,69,58
1236,Student_1236,80,95
1237,Student_1237,59,60
1238,Student_1238,79,84
1239,Student_1239,96,50
1240,Student_1240,70,81
1241,Student_1241,54,63
1242,Student_1242,73,61
1243,Student_1243,59,68
1244,Student_1244,61,88
1245,Student_1245,91,100
1246,Student_1246,86,65
1247,Student_1247,62,87
1248,Student_1248,67,97
1249,Student_1249,91,90
1250,Student_1250,76,92
1251,Student_1251,83,76
1252,Student_1252,84,55
1253,Student_1253,99,50
1254,Student_1254,75,58
1255,Student_1255,79,84
1256,Student_1256,75,82
1257,Student_1257,79,64
1258,Student_1258,57,57
1259,Student_1259,67,50
1260,Student_1260,81,66
1261,Student_1261,65,74
1262,Student_1262,53,94
1263,Student_1263,80,50
1264,Student_1264,60,92
1265,Student_1265,62,78
1266,Student_1266,67,51
1267,Student_1267,81,96
1268,Student_1268,76,88
1269,Student_1269,58,98
1270,Student_1270,76,61
1271,Student_1271,80,68
1272,Student_1272,85,53
1273,Student_1273,78,85
1274,Student_1274,74,77
1275,Student_1275,70,97
1276,Student_1276,65,54
1277,Student_1277,54,66
1278,Student_1278,87,53
1279,Student_1279,76,85
1280,Student_1280,90,53
1281,Student_1281,100,51
1282,Student_1282,76,89
1283,Student_1283,81,75
1284,Student_1284,67,89
1285,Student_1285,86,72
1286,Student_1286,99,89
1287,Student_1287,74,82
1288,Student_1288,63,64
1289,Student_1289,77,93
1290,Student_1290,79,62
1291,Student_1291,51,80
1292,Student_1292,83,54
1293,Student_1293,67,59
1294,Student_1294,50,91
1295,Student_1295,76,66
1296,Student_1296,65,91
1297,Student_1297,51,90
1298,Student_1298,69,92
1299,Student_1299,60,59
1300,Student_1300,90,86
1301,Student_1301,71,81
1302,Student_1302,69,61
1303,Student_1303,56,72
1304,Student_1304,83,69
1305,Student_1305,87,80
1306,Student_1306,76,56
1307,Student_1307,68,84
1308,Student_1308,60,82
1309,Student_1309,86,97
1310,Student_1310,55,87
1311,Student_1311,74,86
1312,Student_1312,55,81
1313,Student_1313,100,53
1314,Student_1314,88,63
1315,Student_1315,62,91
1316,Student_1316,75,58
1317,Student_1317,86,74
1318,Student_1318,89,59
1319,Student_1319,74,69
1320,Student_1320,77,88
1321,Student_1321,54,92
1322,Student_1322,68,80
1323,Student_1323,83,71
1324,Student_1324,95,62
1325,Student_1325,74,79
1326,Student_1326,80,65
1327,Student_1327,79,92
1328,Student_1328,71,62
1329,Student_1329,82,78
1330,Student_1330,60,51
1331,Student_1331,69,63
1332,Student_1332,93,92
1333,Student_1333,66,96
1334,Student_1334,82,96
1335,Student_1335,53,58
1336,Student_1336,89,83
1337,Student_1337,97,70
1338,Student_1338,69,83
1339,Student_1339,93,92
1340,Student_1340,68,71
1341,Student_1341,56,71
1342,Student_1342,87,69
1343,Student_1343,87,100
1344,Student_1344,88,55
1345,Student_1345,87,55
1346,Student_1346,69,81
1347,Student_1347,77,53
1348,Student_1348,67,71
1349,Student_1349,99,78
1350,Student_1350,85,66
1351,Student_1351,59,84
1352,Student_1352,73,60
1353,Student_1353,95,53
1354,Student_1354,70,88
1355,Student_1355,79,75
1356,Student_1356,55,100
1357,Student_1357,50,96
1358,Student_1358,100,90
1359,Student_1359,53,81
1360,Student_1360,73,69
1361,Student_1361,55,94
1362,Student_1362,57,62
1363,Student_1363,72,89
1364,Student_1364,65,57
1365,Student_1365,92,59
1366,Student_1366,84,60
1367,Student_1367,57,83
1368,Student_1368,99,96
1369,Student_1369,73,51
1370,Student_1370,50,62
1371,Student_1371,98,94
1372,Student_1372,90,97
1373,Student_1373,97,64
1374,Student_1374,59,65
1375,Student_1375,50,64
1376,Student_1376,80,77
1377,Student_1377,75,85
1378,Student_1378,78,67
1379,Student_1379,76,66
1380,Student_1380,54,58
1381,Student_1381,64,57
1382,Student_1382,58,98
1383,Student_1383,96,87
1384,Student_1384,83,97
1385,Student_1385,71,76
1386,Student_1386,58,90
1387,Student_1387,92,52
1388,Student_1388,90,52
1389,Student_1389,75,61
1390,Student_1390,98,100
1391,Student_1391,68,87
1392,Student_1392,61,95
1393,Student_1393,70,90
1394,Student_1394,93,86
1395,Student_1395,62,60
1396,Student_1396,85,73
1397,Student_1397,52,63
1398,Student_1398,57,76
1399,Student_1399,56,85
1400,Student_1400,74,91
1401,Student_1401,52,98
1402,Student_1402,77,97
1403,Student_1403,100,81
1404,Student_1404,75,74
1405,Student_1405,94,53
1406,Student_1406,69,60
1407,Student_1407,82,62
1408,Student_1408,58,78
1409,Student_1409,89,94
1410,Student_1410,94,60
1411,Student_1411,94,74
1412,Student_1412,77,51
1413,Student_1413,50,96
1414,Student_1414,54,60
1415,Student_1415,50,75
1416,Student_1416,58,51
1417,Student_1417,53,99
1418,Student_1418,95,53
1419,Student_1419,86,89
1420,Student_1420,89,66
1421,Student_1421,68,53
1422,Student_1422,72,84
1423,Student_1423,74,96
1424,Student_1424,51,68
1425,Student_1425,60,62
1426,Student_1426,68,87
1427,Student_1427,90,70
1428,Student_1428,71,53
1429,Student_1429,64,74
1430,Student_1430,91,76
1431,Student_1431,99,98
1432,Student_1432,96,90
1433,Student_1433,99,50
1434,Student_1434,55,79
1435,Student_1435,93,51
1436,Student_1436,81,77
1437,Student_1437,90,55
1438,Student_1438,89,82
1439,Student_1439,76,55
1440,Student_1440,77,57
1441,Student_1441,86,50
1442,Student_1442,90,88
1443,Student_1443,53,58
1444,Student_1444,71,97
1445,Student_1445,60,87
1446,Student_1446,63,84
1447,Student_1447,80,88
1448,Student_1448,51,57
1449,Student_1449,80,80
1450,Student_1450,87,62
1451,Student_1451,100,51
1452,Student_1452,62,97
1453,Student_1453,65,67
1454,Student_1454,68,76
1455,Student_1455,64,64
1456,Student_1456,73,50
1457,Student_1457,99,79
1458,Student_1458,77,93
1459,Student_1459,72,94
1460,Student_1460,61,72
1461,Student_1461,89,72
1462,Student_1462,96,100
1463,Student_1463,82,55
1464,Student_1464,56,82
1465,Student_1465,89,65
1466,Student_1466,98,90
1467,Student_1467,86,99
1468,Student_1468,54,84
1469,Student_1469,96,51
1470,Student_1470,91,84
1471,Student_1471,92,80
1472,Student_1472,98,76
1473,Student_1473,62,79
1474,Student_1474,86,76
1475,Student_1475,92,73
1476,Student_1476,100,75
1477,Student_1477,66,99
1478,Student_1478,73,56
1479,Student_1479,89,53
1480,Student_1480,67,51
1481,Student_1481,84,63
1482,Student_1482,74,55
1483,Student_1483,85,83
1484,Student_1484,60,63
1485,Student_1485,74,87
1486,Student_1486,55,86
1487,Student_1487,68,94
1488,Student_1488,59,58
1489,Student_1489,89,57
1490,Student_1490,59,61
1491,Student_1491,84,95
1492,Student_1492,79,81
1493,Student_1493,85,58
1494,Student_1494,71,89
1495,Student_1495,60,87
1496,Student_1496,82,82
1497,Student_1497,97,56
1498,Student_1498,57,78
1499,Student_1499,64,57
1500,Student_1500,95,60
1501,Student_1501,96,94
1502,Student_1502,72,81
1503,Student_1503,86,99
1504,Student_1504,96,52
1505,Student_1505,50,100
1506,Student_1506,90,74
1507,Student_1507,95,54
1508,Student_1508,65,88
1509,Student_1509,94,51
1510,Student_1510,74,92
1511,Student_1511,77,85
1512,Student_1512,74,74
1513,Student_1513,68,79
1514,Student_1514,95,84
1515,Student_1515,91,95
1516,Student_1516,66,64
1517,Student_1517,87,65
1518,Student_1518,89,54
1519,Student_1519,51,57
1520,Student_1520,95,69
1521,Student_1521,83,96
1522,Student_1522,72,51
1523,Student_1523,74,50
1524,Student_1524,53,93
1525,Student_1525,96,71
1526,Student_1526,95,61
1527,Student_1527,57,94
1528,Student_1528,67,84
1529,Student_1529,81,66
1530,Student_1530,98,52
1531,Student_1531,91,71
1532,Student_1532,98,67
1533,Student_1533,71,61
1534,Student_1534,53,90
1535,Student_1535,90,58
1536,Student_1536,69,55
1537,Student_1537,65,65
1538,Student_1538,100,86
1539,Student_1539,95,81
1540,Student_1540,83,66
1541,Student_1541,62,59
1542,Student_1542,55,86
1543,Student_1543,66,95
1544,Student_1544,70,72
1545,Student_1545,99,55
1546,Student_1546,81,92
1547,Student_1547,55,77
1548,Student_1548,70,77
1549,Student_1549,82,71
1550,Student_1550,96,90
1551,Student_1551,56,89
1552,Student_1552,80,80
1553,Student_1553,64,74
1554,Student_1554,88,71
1555,Student_1555,70,69
1556,Student_1556,64,92
1557,Student_1557,80,75
1558,Student_1558,89,67
1559,Student_1559,92,74
1560,Student_1560,91,77
1561,Student_1561,79,88
1562,Student_1562,93,83
1563,Student_1563,63,60
1564,Student_1564,89,82
1565,Student_1565,73,79
1566,Student_1566,58,64
1567,Student_1567,98,52
1568,Student_1568,76,95
1569,Student_1569,52,89
1570,Student_1570,90,72
1571,Student_1571,56,52
1572,Student_1572,55,99
1573,Student_1573,64,86
1574,Student_1574,78,97
1575,Student_1575,90,99
1576,Student_1576,97,84
1577,Student_1577,98,58
1578,Student_1578,59,70
1579,Student_1579,73,90
1580,Student_1580,55,67
1581,Student_1581,76,99
1582,Student_1582,50,55
1583,Student_1583,72,60
1584,Student_1584,99,90
1585,Student_1585,90,65
1586,Student_1586,55,100
1587,Student_1587,95,85
1588,Student_1588,89,92
1589,Student_1589,63,85
1590,Student_1590,95,79
1591,Student_1591,53,98
1592,Student_1592,64,62
1593,Student_1593,91,75
1594,Student_1594,67,98
1595,Student_1595,90,81
1596,Student_1596,55,81
1597,Student_1597,64,83
1598,Student_1598,51,67
1599,Student_1599,86,96
1600,Student_1600,83,97
1601,Student_1601,76,58
1602,Student_1602,55,74
1603,Student_1603,57,71
1604,Student_1604,72,51
1605,Student_1605,93,80
1606,Student_1606,64,84
1607,Student_1607,89,74
1608,Student_1608,85,69
1609,Student_1609,71,79
1610,Student_1610,84,77
1611,Student_1611,78,50
1612,Student_1612,100,73
1613,Student_1613,92,83
1614,Student_1614,56,92
1615,Student_1615,64,93
1616,Student_1616,96,74
1617,Student_1617,65,67
1618,Student_1618,80,97
1619,Student_1619,70,72
1620,Student_1620,73,95
1621,Student_1621,76,52
1622,Student_1622,71,86
1623,Student_1623,69,77
1624,Student_1624,61,75
1625,Student_1625,54,86
1626,Student_1626,59,63
1627,Student_1627,98,79
1628,Student_1628,81,86
1629,Student_1629,94,75
1630,Student_1630,92,95
1631,Student_1631,62,84
1632,Student_1632,98,81
1633,Student_1633,100,50
1634,Student_1634,89,69
1635,Student_1635,79,77
1636,Student_1636,72,83
1637,Student_1637,61,97
1638,Student_1638,100,87
1639,Student_1639,77,82
1640,Student_1640,93,53
1641,Student_1641,92,91
1642,Student_1642,53,56
1643,Student_1643,85,82
1644,Student_1644,60,68
1645,Student_1645,82,80
1646,Student_1646,63,54
1647,Student_1647,72,71
1648,Student_1648,89,84
1649,Student_1649,85,58
1650,Student_1650,52,59
1651,Student_1651,59,79
1652,Student_1652,55,53
1653,Student_1653,85,61
1654,Student_1654,67,72
1655,Student_1655,73,95
1656,Student_1656,94,94
1657,Student_1657,84,98
1658,Student_1658,77,53
1659,Student_1659,94,84
1660,Student_1660,68,72
1661,Student_1661,51,74
1662,Student_1662,66,93
1663,Student_1663,57,97
1664,Student_1664,61,76
1665,Student_1665,93,55
1666,Student_1666,98,61
1667,Student_1667,73,62
1668,Student_1668,84,82
1669,Student_1669,90,98
1670,Student_1670,97,76
1671,Student_1671,54,64
1672,Student_1672,50,60
1673,Student_1673,85,85
1674,Student_1674,92,64
1675,Student_1675,88,93
1676,Student_1676,62,54
1677,Student_1677,54,90
1678,Student_1678,97,91
1679,Student_1679,75,92
1680,Student_1680,97,58
1681,Student_1681,77,67
1682,Student_1682,94,59
1683,Student_1683,78,73
1684,Student_1684,92,87
1685,Student_1685,61,82
1686,Student_1686,52,94
1687,Student_1687,87,97
1688,Student_1688,64,88
1689,Student_1689,50,74
1690,Student_1690,85,94
1691,Student_1691,56,89
1692,Student_1692,97,80
1693,Student_1693,52,72
1694,Student_1694,51,70
1695,Student_1695,51,98
1696,Student_1696,79,88
1697,Student_1697,55,53
1698,Student_1698,94,69
1699,Student_1699,81,60
1700,Student_1700,75,66
1701,Student_1701,68,79
1702,Student_1702,67,68
1703,Student_1703,95,85
1704,Student_1704,82,97
1705,Student_1705,51,78
1706,Student_1706,89,66
1707,Student_1707,71,71
1708,Student_1708,62,77
1709,Student_1709,92,55
1710,Student_1710,81,83
1711,Student_1711,77,83
1712,Student_1712,52,50
1713,Student_1713,86,52
1714,Student_1714,56,55
1715,Student_1715,81,54
1716,Student_1716,59,88
1717,Student_1717,52,78
1718,Student_1718,100,78
1719,Student_1719,59,55
1720,Student_1720,73,84
1721,Student_1721,80,54
1722,Student_1722,84,67
1723,Student_1723,86,53
1724,Student_1724,63,54
1725,Student_1725,75,78
1726,Student_1726,71,64
1727,Student_1727,54,70
1728,Student_1728,76,52
1729,Student_1729,72,76
1730,Student_1730,62,92
1731,Student_1731,83,53
1732,Student_1732,62,63
1733,Student_1733,95,68
1734,Student_1734,58,58
1735,Student_1735,84,85
1736,Student_1736,81,62
1737,Student_1737,81,92
1738,Student_1738,89,64
1739,Student_1739,68,76
1740,Student_1740,60,53
1741,Student_1741,71,73
1742,Student_1742,55,94
1743,Student_1743,82,100
1744,Student_1744,88,83
1745,Student_1745,54,79
1746,Student_1746,72,94
1747,Student_1747,84,83
1748,Student_1748,100,92
1749,Student_1749,66,65
1750,Student_1750,66,96
1751,Student_1751,79,58
1752,Student_1752,69,94
1753,Student_1753,97,88
1754,Student_1754,98,92
1755,Student_1755,76,85
1756,Student_1756,61,76
1757,Student_1757,80,62
1758,Student_1758,94,89
1759,Student_1759,54,70
1760,Student_1760,75,86
1761,Student_1761,84,95
1762,Student_1762,73,98
1763,Student_1763,66,63
1764,Student_1764,94,51
1765,Student_1765,80,51
1766,Student_1766,50,95
1767,Student_1767,54,64
1768,Student_1768,79,66
1769,Student_1769,73,67
1770,Student_1770,82,75
1771,Student_1771,50,94
1772,Student_1772,67,80
1773,Student_1773,86,64
1774,Student_1774,89,78
1775,Student_1775,61,82
1776,Student_1776,51,88
1777,Student_1777,96,86
1778,Student_1778,62,59
1779,Student_1779,96,95
1780,Student_1780,85,62
1781,Student_1781,100,74
1782,Student_1782,57,91
1783,Student_1783,65,79
1784,Student_1784,87,71
1785,Student_1785,88,93
1786,Student_1786,69,88
1787,Student_1787,71,58
1788,Student_1788,68,87
1789,Student_1789,77,95
1790,Student_1790,60,51
1791,Student_1791,96,91
1792,Student_1792,64,83
1793,Student_1793,85,54
1794,Student_1794,81,60
1795,Student_1795,58,69
1796,Student_1796,99,80
1797,Student_1797,77,72
1798,Student_1798,56,62
1799,Student_1799,63,69
1800,Student_1800,55,97
1801,Student_1801,86,68
1802,Student_1802,59,59
1803,Student_1803,100,94
1804,Student_1804,67,64
1805,Student_1805,81,67
1806,Student_1806,85,77
1807,Student_1807,57,63
1808,Student_1808,88,78
1809,Student_1809,100,72
1810,Student_1810,79,77
1811,Student_1811,62,62
1812,Student_1812,57,91
1813,Student_1813,90,97
1814,Student_1814,100,52
1815,Student_1815,65,57
1816,Student_1816,85,56
1817,Student_1817,100,92
1818,Student_1818,63,56
1819,Student_1819,95,68
1820,Student_1820,85,84
1821,Student_1821,99,77
1822,Student_1822,69,51
1823,Student_1823,60,72
1824,Student_1824,95,64
1825,Student_1825,86,59
1826,Student_1826,59,81
1827,Student_1827,90,78
1828,Student_1828,57,91
1829,Student_1829,51,83
1830,Student_1830,82,97
1831,Student_1831,65,88
1832,Student_1832,89,81
1833,Student_1833,100,97
1834,Student_1834,82,80
1835,Student_1835,98,69
1836,Student_1836,83,97
1837,Student_1837,81,63
1838,Student_1838,88,92
1839,Student_1839,61,88
1840,Student_1840,62,69
1841,Student_1841,79,100
1842,Student_1842,78,82
1843,Student_1843,64,64
1844,Student_1844,90,70
1845,Student_1845,62,84
1846,Student_1846,88,69
1847,Student_1847,72,59
1848,Student_1848,79,98
1849,Student_1849,90,71
1850,Student_1850,64,74
1851,Student_1851,62,81
1852,Student_1852,93,99
1853,Student_1853,60,100
1854,Student_1854,95,96
1855,Student_1855,54,84
1856,Student_1856,78,92
1857,Student_1857,83,81
1858,Student_1858,89,100
1859,Student_1859,59,89
1860,Student_1860,80,86
1861,Student_1861,75,100
1862,Student_1862,53,65
1863,Student_1863,63,51
1864,Student_1864,95,65
1865,Student_1865,53,97
1866,Student_1866,52,90
1867,Student_1867,63,86
1868,Student_1868,87,100
1869,Student_1869,80,58
1870,Student_1870,91,88
1871,Student_1871,60,91
1872,Student_1872,54,88
1873,Student_1873,98,57
1874,Student_1874,62,54
1875,Student_1875,77,81
1876,Student_1876,57,60
1877,Student_1877,75,80
1878,Student_1878,54,99
1879,Student_1879,84,65
1880,Student_1880,78,79
1881,Student_1881,71,54
1882,Student_1882,99,68
1883,Student_1883,61,54
1884,Student_1884,97,58
1885,Student_1885,81,83
1886,Student_1886,74,70
1887,Student_1887,93,90
1888,Student_1888,65,88
1889,Student_1889,93,92
1890,Student_1890,52,70
1891,Student_1891,63,92
1892,Student_1892,76,55
1893,Student_1893,97,78
1894,Student_1894,57,90
1895,Student_1895,67,95
1896,Student_1896,74,63
1897,Student_1897,57,76
1898,Student_1898,56,68
1899,Student_1899,54,93
1900,Student_1900,80,56
1901,Student_1901,86,88
1902,Student_1902,57,96
1903,Student_1903,69,54
1904,Student_1904,86,98
1905,Student_1905,98,54
1906,Student_1906,95,69
1907,Student_1907,51,79
1908,Student_1908,74,59
1909,Student_1909,51,74
1910,Student_1910,81,62
1911,Student_1911,77,57
1912,Student_1912,61,60
1913,Student_1913,52,85
1914,Student_1914,70,51
1915,Student_1915,92,94
1916,Student_1916,98,51
1917,Student_1917,88,57
1918,Student_1918,73,63
1919,Student_1919,97,73
1920,Student_1920,54,86
1921,Student_1921,58,71
1922,Student_1922,59,51
1923,Student_1923,92,89
1924,Student_1924,71,74
1925,Student_1925,55,93
1926,Student_1926,75,99
1927,Student_1927,59,90
1928,Student_1928,55,55
1929,Student_1929,85,53
1930,Student_1930,60,64
1931,Student_1931,66,56
1932,Student_1932,62,93
1933,Student_1933,77,89
1934,Student_1934,80,68
1935,Student_1935,70,63
1936,Student_1936,73,59
1937,Student_1937,92,63
1938,Student_1938,50,84
1939,Student_1939,74,72
1940,Student_1940,62,98
1941,Student_1941,53,68
1942,Student_1942,60,52
1943,Student_1943,58,99
1944,Student_1944,69,58
1945,Student_1945,87,65
1946,Student_1946,63,51
1947,Student_1947,55,79
1948,Student_1948,82,61
1949,Student_1949,80,96
1950,Student_1950,70,61
1951,Student_1951,73,81
1952,Student_1952,90,69
1953,Student_1953,80,59
1954,Student_1954,92,84
1955,Student_1955,96,74
1956,Student_1956,100,60
1957,Student_1957,70,84
1958,Student_1958,90,88
1959,Student_1959,85,97
1960,Student_1960,89,98
1961,Student_1961,68,80
1962,Student_1962,63,72
1963,Student_1963,93,83
